date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:09:36	1525/1525	---M--	200	added ('OK')	text/css	etag:%2265cf761a-5f5%22	https://site-production-3217.up.railway.app/simulador/css/lgpd-cookies.css	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/css/lgpd-cookies.css	(from https://site-production-3217.up.railway.app/simulador/)
03:09:37	97163/97163	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-17b8b%22	https://site-production-3217.up.railway.app/simulador/jquery.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/jquery.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:37	50607/50607	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-c5af%22	https://site-production-3217.up.railway.app/simulador/flatpickr.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/flatpickr.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:38	73326/73326	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-11e6e%22	https://site-production-3217.up.railway.app/simulador/select2.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/select2.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:39	14346/14346	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-380a%22	https://site-production-3217.up.railway.app/simulador/css2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/css2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:39	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:09:38%20GMT	https://site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/flatpickr.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/flatpickr.min.js.d.delayed	(from https://site-production-3217.up.railway.app/simulador/)
03:09:40	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:09:39%20GMT	https://site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/select2.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/select2.min.js.e.delayed	(from https://site-production-3217.up.railway.app/simulador/)
03:09:40	9204/9204	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-23f4%22	https://site-production-3217.up.railway.app/simulador/OneSignalSDK.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/OneSignalSDK.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:42	290517/290517	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-46ed5%22	https://site-production-3217.up.railway.app/simulador/OneSignalPageSDKES6.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/OneSignalPageSDKES6.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:42	290517/290517	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-46ed5%22	https://site-production-3217.up.railway.app/simulador/OneSignalPageSDKES6.js(1).download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/OneSignalPageSDKES6.js(1).download	(from https://site-production-3217.up.railway.app/simulador/)
03:09:42	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:09:42%20GMT	https://site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/OneSignalSDKStyles.css	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/Simulador%20de%20investimento%20_%20Binance%20invest_files/OneSignalSDKStyles.14.delayed	(from https://site-production-3217.up.railway.app/simulador/)
03:09:43	23516/23516	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-5bdc%22	https://site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459WRhyzbi.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459WRhyzbi.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:44	21276/21276	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-531c%22	https://site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459W1hyzbi.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459W1hyzbi.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:44	7764/7764	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-1e54%22	https://site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459WZhyzbi.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459WZhyzbi.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:45	25036/25036	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-61cc%22	https://site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459Wdhyzbi.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459Wdhyzbi.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:46	30928/30928	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-78d0%22	https://site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459Wlhyw.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/JTUSjIg1_i6t8kCHKm459Wlhyw.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:46	15344/15344	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-3bf0%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu72xKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu72xKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:47	9628/9628	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-259c%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu5mxKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:48	1484/1484	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-5cc%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7mxKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:48	7112/7112	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-1bc8%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu4WxKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:49	5560/5560	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-15b8%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7WxKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:50	11872/11872	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-2e60%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu7GxKOzY.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:51	15744/15744	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-3d80%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu4mxK.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOmCnqEu92Fr1Mu4mxK.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:51	14968/14968	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-3a78%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCRc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCRc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:52	9840/9840	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-2670%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fABc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fABc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:52	1500/1500	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-5dc%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCBc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCBc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:53	7016/7016	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-1b68%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fBxc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fBxc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:54	5604/5604	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-15e4%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCxc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fCxc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:54	11800/11800	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-2e18%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fChc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:55	15920/15920	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-3e30%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fBBc4.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmEU9fBBc4.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:56	14684/14684	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-395c%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCRc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCRc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:56	9644/9644	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-25ac%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfABc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfABc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:57	1432/1432	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-598%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCBc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCBc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:58	6936/6936	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-1b18%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfBxc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfBxc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:58	5548/5548	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-15ac%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCxc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfCxc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:09:59	11824/11824	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-2e30%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfChc4EsA.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfChc4EsA.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:10:00	15860/15860	---M--	200	added ('OK')	font/woff2	etag:%2265cf761a-3df4%22	https://site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfBBc4.woff2	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/fonts/KFOlCnqEu92Fr1MmWUlfBBc4.woff2	(from https://site-production-3217.up.railway.app/simulador/)
03:10:01	59381/59381	---M--	200	added ('OK')	image/png	etag:%2265cf761a-e7f5%22	https://site-production-3217.up.railway.app/simulador/images/logo-1.png	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/images/logo-1.png	(from https://site-production-3217.up.railway.app/simulador/)
03:10:02	931788/931788	---M--	200	added ('OK')	text/html	etag:%2265cf761a-e37cc%22	https://site-production-3217.up.railway.app/simulador/index.html	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/index-2.html	(from https://site-production-3217.up.railway.app/simulador/)
03:10:02	15322/15322	---M--	200	added ('OK')	image/webp	etag:%2265cf761a-3bda%22	https://site-production-3217.up.railway.app/simulador/images/dtyp-thumbup.webp	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/images/dtyp-thumbup.webp	(from https://site-production-3217.up.railway.app/simulador/)
03:10:03	3133234/3133234	---M--	200	added ('OK')	image/gif	etag:%2265cf761a-2fcf32%22	https://site-production-3217.up.railway.app/simulador/images/token.gif	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/images/token.gif	(from https://site-production-3217.up.railway.app/simulador/)
03:10:03	675683/675683	---M--	200	added ('OK')	image/png	etag:%2265cf761a-a4f63%22	https://site-production-3217.up.railway.app/simulador/images/32bn.png	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/images/32bn.png	(from https://site-production-3217.up.railway.app/simulador/)
03:10:04	33333/33333	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-8235%22	https://site-production-3217.up.railway.app/simulador/tv.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/tv.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:04	662802/662802	---M--	200	added ('OK')	text/html	etag:%2265cf761a-a1d12%22	https://site-production-3217.up.railway.app/simulador/saved_resource.html	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/saved_resource.html	(from https://site-production-3217.up.railway.app/simulador/)
03:10:05	19079/19079	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-4a87%22	https://site-production-3217.up.railway.app/simulador/frontend.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/frontend.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:06	82879/82879	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-143bf%22	https://site-production-3217.up.railway.app/simulador/scripts.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/scripts.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:06	2535/2535	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-9e7%22	https://site-production-3217.up.railway.app/simulador/retina.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/retina.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:07	21715/21715	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-54d3%22	https://site-production-3217.up.railway.app/simulador/jquery.infinitescroll.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/jquery.infinitescroll.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:07	2982/2982	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-ba6%22	https://site-production-3217.up.railway.app/simulador/comment-reply.min.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/comment-reply.min.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:08	1826/1826	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-722%22	https://site-production-3217.up.railway.app/simulador/utils.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/utils.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:09	18218/18218	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-472a%22	https://site-production-3217.up.railway.app/simulador/calc-investimentos.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/calc-investimentos.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:10	86351/86351	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-1514f%22	https://site-production-3217.up.railway.app/simulador/jquery.min.js(1).download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/jquery.min.js(1).download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:10	315/315	---M--	200	added ('OK')	application/octet-stream	etag:%2265cf761a-13b%22	https://site-production-3217.up.railway.app/simulador/prescript.js.download	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/prescript.js.download	(from https://site-production-3217.up.railway.app/simulador/)
03:10:11	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:10:10%20GMT	https://site-production-3217.up.railway.app/simulador/css/fonts/bootstrap-icons.woff?4601c71fb26c9277391ec80789bfde9c	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/css/fonts/bootstrap-icons.3f289b.delayed	(from https://site-production-3217.up.railway.app/simulador/css/bootstrap-icons.css)
03:10:12	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:10:11%20GMT	https://site-production-3217.up.railway.app/simulador/css/fonts/bootstrap-icons.woff2?4601c71fb26c9277391ec80789bfde9c	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/css/fonts/bootstrap-icons.40289b.delayed	(from https://site-production-3217.up.railway.app/simulador/css/bootstrap-icons.css)
03:10:13	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:10:12%20GMT	https://site-production-3217.up.railway.app/simulador/index.htm	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/index.41.delayed	(from https://site-production-3217.up.railway.app/simulador/simulador.html)
03:10:13	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:10:13%20GMT	https://site-production-3217.up.railway.app/simulador/cadastro.html	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/cadastro.42.delayed	(from https://site-production-3217.up.railway.app/simulador/simulador.html)
03:10:14	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Feb%202024%2006:10:13%20GMT	https://site-production-3217.up.railway.app/simulador/tell.txt	C:/Users/rafae/OneDrive/%c3%81rea%20de%20Trabalho/Pag2/Pagina2/site-production-3217.up.railway.app/simulador/tell.43.delayed	(from https://site-production-3217.up.railway.app/simulador/simulador.html)
